TrialType,BlockType,Response,RT,BlockTrial,Trial,Epoch,ans,bll,lf
Punishment,MostlyPunishment,f,1232,5,53,0,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1085,6,54,0,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1225,7,55,0,0.05,0.5,0.5
Reward,MostlyReward,f,1224,0,56,0,0.05,0.5,0.5
Reward,MostlyReward,j,1091,1,57,0,0.05,0.5,0.5
Punishment,MostlyReward,f,1203,2,58,0,0.05,0.5,0.5
Reward,MostlyReward,j,1092,3,59,0,0.05,0.5,0.5
Punishment,MostlyReward,f,1209,4,60,0,0.05,0.5,0.5
Reward,MostlyReward,f,1193,5,61,0,0.05,0.5,0.5
Reward,MostlyReward,j,1085,6,62,0,0.05,0.5,0.5
Reward,MostlyReward,j,1093,7,63,0,0.05,0.5,0.5
Reward,MostlyReward,j,1022,0,0,1,0.05,0.5,0.5
Reward,MostlyReward,j,1802,1,1,1,0.05,0.5,0.5
Punishment,MostlyReward,j,1205,2,2,1,0.05,0.5,0.5
Reward,MostlyReward,j,1736,3,3,1,0.05,0.5,0.5
Reward,MostlyReward,j,1182,4,4,1,0.05,0.5,0.5
Reward,MostlyReward,j,1729,5,5,1,0.05,0.5,0.5
Neutral,MostlyReward,j,1148,6,6,1,0.05,0.5,0.5
Reward,MostlyReward,j,1576,7,7,1,0.05,0.5,0.5
Reward,MostlyPunishment,j,1487,0,8,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1472,1,9,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1154,2,10,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1378,3,11,1,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1154,4,12,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1130,5,13,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1413,6,14,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1338,7,15,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1321,0,16,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1128,1,17,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1323,2,18,1,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1135,3,19,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1321,4,20,1,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1127,5,21,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1291,6,22,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1310,7,23,1,0.05,0.5,0.5
Reward,MostlyReward,j,1290,0,24,1,0.05,0.5,0.5
Reward,MostlyReward,j,1113,1,25,1,0.05,0.5,0.5
Punishment,MostlyReward,j,1112,2,26,1,0.05,0.5,0.5
Reward,MostlyReward,j,1127,3,27,1,0.05,0.5,0.5
Punishment,MostlyReward,j,1315,4,28,1,0.05,0.5,0.5
Reward,MostlyReward,j,1262,5,29,1,0.05,0.5,0.5
Reward,MostlyReward,j,1105,6,30,1,0.05,0.5,0.5
Reward,MostlyReward,j,1289,7,31,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1261,0,32,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1091,1,33,1,0.05,0.5,0.5
Reward,MostlyPunishment,j,1245,2,34,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1094,3,35,1,0.05,0.5,0.5
Reward,MostlyPunishment,j,1095,4,36,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1095,5,37,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1242,6,38,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1101,7,39,1,0.05,0.5,0.5
Reward,MostlyReward,j,1253,0,40,1,0.05,0.5,0.5
Neutral,MostlyReward,j,1095,1,41,1,0.05,0.5,0.5
Reward,MostlyReward,j,1263,2,42,1,0.05,0.5,0.5
Reward,MostlyReward,j,1103,3,43,1,0.05,0.5,0.5
Reward,MostlyReward,j,1187,4,44,1,0.05,0.5,0.5
Reward,MostlyReward,j,1092,5,45,1,0.05,0.5,0.5
Neutral,MostlyReward,j,1086,6,46,1,0.05,0.5,0.5
Reward,MostlyReward,j,1103,7,47,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1228,0,48,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1243,1,49,1,0.05,0.5,0.5
Reward,MostlyPunishment,j,1265,2,50,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1088,3,51,1,0.05,0.5,0.5
Reward,MostlyPunishment,j,1244,4,52,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1101,5,53,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1212,6,54,1,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1084,7,55,1,0.05,0.5,0.5
Reward,MostlyReward,j,1092,0,56,1,0.05,0.5,0.5
Reward,MostlyReward,j,1083,1,57,1,0.05,0.5,0.5
Punishment,MostlyReward,j,1228,2,58,1,0.05,0.5,0.5
Reward,MostlyReward,j,1079,3,59,1,0.05,0.5,0.5
Punishment,MostlyReward,j,1223,4,60,1,0.05,0.5,0.5
Reward,MostlyReward,j,1074,5,61,1,0.05,0.5,0.5
Reward,MostlyReward,j,1078,6,62,1,0.05,0.5,0.5
Reward,MostlyReward,j,1074,7,63,1,0.05,0.5,0.5
Reward,MostlyReward,f,1027,0,0,2,0.05,0.5,0.5
Reward,MostlyReward,f,1198,1,1,2,0.05,0.5,0.5
Punishment,MostlyReward,f,1167,2,2,2,0.05,0.5,0.5
Reward,MostlyReward,f,1173,3,3,2,0.05,0.5,0.5
Reward,MostlyReward,f,2417,4,4,2,0.05,0.5,0.5
Reward,MostlyReward,f,1139,5,5,2,0.05,0.5,0.5
Neutral,MostlyReward,f,1130,6,6,2,0.05,0.5,0.5
Reward,MostlyReward,f,2033,7,7,2,0.05,0.5,0.5
Reward,MostlyPunishment,f,1171,0,8,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1867,1,9,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1641,2,10,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1614,3,11,2,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1120,4,12,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1127,5,13,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1130,6,14,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1120,7,15,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1441,0,16,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1529,1,17,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1478,2,18,2,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1427,3,19,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1361,4,20,2,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1127,5,21,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1121,6,22,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1139,7,23,2,0.05,0.5,0.5
Reward,MostlyReward,f,1385,0,24,2,0.05,0.5,0.5
Reward,MostlyReward,f,1360,1,25,2,0.05,0.5,0.5
Punishment,MostlyReward,f,1313,2,26,2,0.05,0.5,0.5
Reward,MostlyReward,f,1104,3,27,2,0.05,0.5,0.5
Punishment,MostlyReward,f,1342,4,28,2,0.05,0.5,0.5
Reward,MostlyReward,f,1105,5,29,2,0.05,0.5,0.5
Reward,MostlyReward,f,1306,6,30,2,0.05,0.5,0.5
Reward,MostlyReward,f,1099,7,31,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1093,0,32,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1370,1,33,2,0.05,0.5,0.5
Reward,MostlyPunishment,f,1098,2,34,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1291,3,35,2,0.05,0.5,0.5
Reward,MostlyPunishment,f,1293,4,36,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1316,5,37,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1097,6,38,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1094,7,39,2,0.05,0.5,0.5
Reward,MostlyReward,f,1097,0,40,2,0.05,0.5,0.5
Neutral,MostlyReward,f,1299,1,41,2,0.05,0.5,0.5
Reward,MostlyReward,f,1095,2,42,2,0.05,0.5,0.5
Reward,MostlyReward,f,1087,3,43,2,0.05,0.5,0.5
Reward,MostlyReward,f,1342,4,44,2,0.05,0.5,0.5
Reward,MostlyReward,f,1269,5,45,2,0.05,0.5,0.5
Neutral,MostlyReward,f,1248,6,46,2,0.05,0.5,0.5
Reward,MostlyReward,f,1270,7,47,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1261,0,48,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1233,1,49,2,0.05,0.5,0.5
Reward,MostlyPunishment,f,1228,2,50,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1085,3,51,2,0.05,0.5,0.5
Reward,MostlyPunishment,f,1081,4,52,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1229,5,53,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1079,6,54,2,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1242,7,55,2,0.05,0.5,0.5
Reward,MostlyReward,f,1250,0,56,2,0.05,0.5,0.5
Reward,MostlyReward,f,1083,1,57,2,0.05,0.5,0.5
Punishment,MostlyReward,f,1081,2,58,2,0.05,0.5,0.5
Reward,MostlyReward,f,1080,3,59,2,0.05,0.5,0.5
Punishment,MostlyReward,f,1080,4,60,2,0.05,0.5,0.5
Reward,MostlyReward,f,1229,5,61,2,0.05,0.5,0.5
Reward,MostlyReward,f,1210,6,62,2,0.05,0.5,0.5
Reward,MostlyReward,f,1081,7,63,2,0.05,0.5,0.5
Reward,MostlyReward,j,1015,0,0,3,0.05,0.5,0.5
Reward,MostlyReward,j,1782,1,1,3,0.05,0.5,0.5
Punishment,MostlyReward,j,1548,2,2,3,0.05,0.5,0.5
Reward,MostlyReward,j,1195,3,3,3,0.05,0.5,0.5
Reward,MostlyReward,j,1565,4,4,3,0.05,0.5,0.5
Reward,MostlyReward,j,1164,5,5,3,0.05,0.5,0.5
Neutral,MostlyReward,j,1569,6,6,3,0.05,0.5,0.5
Reward,MostlyReward,j,1160,7,7,3,0.05,0.5,0.5
Reward,MostlyPunishment,j,1143,0,8,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1123,1,9,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1482,2,10,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1529,3,11,3,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1133,4,12,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1122,5,13,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1452,6,14,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1133,7,15,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1385,0,16,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1383,1,17,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1122,2,18,3,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1121,3,19,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1389,4,20,3,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1401,5,21,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1131,6,22,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1312,7,23,3,0.05,0.5,0.5
Reward,MostlyReward,j,1317,0,24,3,0.05,0.5,0.5
Reward,MostlyReward,j,1102,1,25,3,0.05,0.5,0.5
Punishment,MostlyReward,j,1112,2,26,3,0.05,0.5,0.5
Reward,MostlyReward,j,1105,3,27,3,0.05,0.5,0.5
Punishment,MostlyReward,j,1107,4,28,3,0.05,0.5,0.5
Reward,MostlyReward,j,1105,5,29,3,0.05,0.5,0.5
Reward,MostlyReward,j,1104,6,30,3,0.05,0.5,0.5
Reward,MostlyReward,j,1324,7,31,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1340,0,32,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1325,1,33,3,0.05,0.5,0.5
Reward,MostlyPunishment,j,1303,2,34,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1099,3,35,3,0.05,0.5,0.5
Reward,MostlyPunishment,j,1282,4,36,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1105,5,37,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1266,6,38,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1091,7,39,3,0.05,0.5,0.5
Reward,MostlyReward,j,1093,0,40,3,0.05,0.5,0.5
Neutral,MostlyReward,j,1092,1,41,3,0.05,0.5,0.5
Reward,MostlyReward,j,1091,2,42,3,0.05,0.5,0.5
Reward,MostlyReward,j,1087,3,43,3,0.05,0.5,0.5
Reward,MostlyReward,j,1087,4,44,3,0.05,0.5,0.5
Reward,MostlyReward,j,1306,5,45,3,0.05,0.5,0.5
Neutral,MostlyReward,j,1086,6,46,3,0.05,0.5,0.5
Reward,MostlyReward,j,1091,7,47,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1255,0,48,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1276,1,49,3,0.05,0.5,0.5
Reward,MostlyPunishment,j,1229,2,50,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1087,3,51,3,0.05,0.5,0.5
Reward,MostlyPunishment,j,1080,4,52,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1084,5,53,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1280,6,54,3,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1083,7,55,3,0.05,0.5,0.5
Reward,MostlyReward,j,1082,0,56,3,0.05,0.5,0.5
Reward,MostlyReward,j,1284,1,57,3,0.05,0.5,0.5
Punishment,MostlyReward,j,1079,2,58,3,0.05,0.5,0.5
Reward,MostlyReward,j,1285,3,59,3,0.05,0.5,0.5
Punishment,MostlyReward,j,1082,4,60,3,0.05,0.5,0.5
Reward,MostlyReward,j,1252,5,61,3,0.05,0.5,0.5
Reward,MostlyReward,j,1085,6,62,3,0.05,0.5,0.5
Reward,MostlyReward,j,1075,7,63,3,0.05,0.5,0.5
Reward,MostlyReward,f,1026,0,0,4,0.05,0.5,0.5
Reward,MostlyReward,f,1730,1,1,4,0.05,0.5,0.5
Punishment,MostlyReward,f,1547,2,2,4,0.05,0.5,0.5
Reward,MostlyReward,f,1444,3,3,4,0.05,0.5,0.5
Reward,MostlyReward,f,1196,4,4,4,0.05,0.5,0.5
Reward,MostlyReward,f,1456,5,5,4,0.05,0.5,0.5
Neutral,MostlyReward,f,1429,6,6,4,0.05,0.5,0.5
Reward,MostlyReward,f,1164,7,7,4,0.05,0.5,0.5
Reward,MostlyPunishment,f,1137,0,8,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1156,1,9,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1453,2,10,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1135,3,11,4,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1134,4,12,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1477,5,13,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1125,6,14,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1444,7,15,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1124,0,16,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1115,1,17,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1380,2,18,4,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1388,3,19,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1123,4,20,4,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1115,5,21,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1117,6,22,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1361,7,23,4,0.05,0.5,0.5
Reward,MostlyReward,f,1323,0,24,4,0.05,0.5,0.5
Reward,MostlyReward,f,1111,1,25,4,0.05,0.5,0.5
Punishment,MostlyReward,f,1091,2,26,4,0.05,0.5,0.5
Reward,MostlyReward,f,1103,3,27,4,0.05,0.5,0.5
Punishment,MostlyReward,f,1113,4,28,4,0.05,0.5,0.5
Reward,MostlyReward,f,1370,5,29,4,0.05,0.5,0.5
Reward,MostlyReward,f,1360,6,30,4,0.05,0.5,0.5
Reward,MostlyReward,f,1272,7,31,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1097,0,32,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1097,1,33,4,0.05,0.5,0.5
Reward,MostlyPunishment,f,1286,2,34,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1297,3,35,4,0.05,0.5,0.5
Reward,MostlyPunishment,f,1277,4,36,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1089,5,37,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1099,6,38,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1269,7,39,4,0.05,0.5,0.5
Reward,MostlyReward,f,1236,0,40,4,0.05,0.5,0.5
Neutral,MostlyReward,f,1283,1,41,4,0.05,0.5,0.5
Reward,MostlyReward,f,1081,2,42,4,0.05,0.5,0.5
Reward,MostlyReward,f,1244,3,43,4,0.05,0.5,0.5
Reward,MostlyReward,f,1228,4,44,4,0.05,0.5,0.5
Reward,MostlyReward,f,1263,5,45,4,0.05,0.5,0.5
Neutral,MostlyReward,f,1251,6,46,4,0.05,0.5,0.5
Reward,MostlyReward,f,1082,7,47,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1087,0,48,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1084,1,49,4,0.05,0.5,0.5
Reward,MostlyPunishment,f,1090,2,50,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1261,3,51,4,0.05,0.5,0.5
Reward,MostlyPunishment,f,1083,4,52,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1239,5,53,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1086,6,54,4,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1238,7,55,4,0.05,0.5,0.5
Reward,MostlyReward,f,1075,0,56,4,0.05,0.5,0.5
Reward,MostlyReward,f,1240,1,57,4,0.05,0.5,0.5
Punishment,MostlyReward,f,1091,2,58,4,0.05,0.5,0.5
Reward,MostlyReward,f,1085,3,59,4,0.05,0.5,0.5
Punishment,MostlyReward,f,1095,4,60,4,0.05,0.5,0.5
Reward,MostlyReward,f,1211,5,61,4,0.05,0.5,0.5
Reward,MostlyReward,f,1248,6,62,4,0.05,0.5,0.5
Reward,MostlyReward,f,1206,7,63,4,0.05,0.5,0.5
Reward,MostlyReward,f,1021,0,0,5,0.05,0.5,0.5
Reward,MostlyReward,f,1178,1,1,5,0.05,0.5,0.5
Punishment,MostlyReward,j,2155,2,2,5,0.05,0.5,0.5
Reward,MostlyReward,f,1650,3,3,5,0.05,0.5,0.5
Reward,MostlyReward,f,1513,4,4,5,0.05,0.5,0.5
Reward,MostlyReward,f,1174,5,5,5,0.05,0.5,0.5
Neutral,MostlyReward,f,1501,6,6,5,0.05,0.5,0.5
Reward,MostlyReward,f,1434,7,7,5,0.05,0.5,0.5
Reward,MostlyPunishment,f,1156,0,8,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1142,1,9,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1143,2,10,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1127,3,11,5,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1525,4,12,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1130,5,13,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1479,6,14,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1121,7,15,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1122,0,16,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1447,1,17,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1389,2,18,5,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1364,3,19,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1378,4,20,5,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1116,5,21,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1109,6,22,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1119,7,23,5,0.05,0.5,0.5
Reward,MostlyReward,f,1450,0,24,5,0.05,0.5,0.5
Reward,MostlyReward,f,1111,1,25,5,0.05,0.5,0.5
Punishment,MostlyReward,f,1102,2,26,5,0.05,0.5,0.5
Reward,MostlyReward,f,1326,3,27,5,0.05,0.5,0.5
Punishment,MostlyReward,f,1109,4,28,5,0.05,0.5,0.5
Reward,MostlyReward,f,1321,5,29,5,0.05,0.5,0.5
Reward,MostlyReward,f,1102,6,30,5,0.05,0.5,0.5
Reward,MostlyReward,f,1102,7,31,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1313,0,32,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1094,1,33,5,0.05,0.5,0.5
Reward,MostlyPunishment,f,1095,2,34,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1092,3,35,5,0.05,0.5,0.5
Reward,MostlyPunishment,f,1088,4,36,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1349,5,37,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1089,6,38,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1088,7,39,5,0.05,0.5,0.5
Reward,MostlyReward,f,1308,0,40,5,0.05,0.5,0.5
Neutral,MostlyReward,f,1090,1,41,5,0.05,0.5,0.5
Reward,MostlyReward,f,1307,2,42,5,0.05,0.5,0.5
Reward,MostlyReward,f,1309,3,43,5,0.05,0.5,0.5
Reward,MostlyReward,f,1096,4,44,5,0.05,0.5,0.5
Reward,MostlyReward,f,1311,5,45,5,0.05,0.5,0.5
Neutral,MostlyReward,f,1090,6,46,5,0.05,0.5,0.5
Reward,MostlyReward,f,1289,7,47,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1111,0,48,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1084,1,49,5,0.05,0.5,0.5
Reward,MostlyPunishment,f,1316,2,50,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1280,3,51,5,0.05,0.5,0.5
Reward,MostlyPunishment,f,1080,4,52,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1238,5,53,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1236,6,54,5,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1250,7,55,5,0.05,0.5,0.5
Reward,MostlyReward,f,1084,0,56,5,0.05,0.5,0.5
Reward,MostlyReward,f,1243,1,57,5,0.05,0.5,0.5
Punishment,MostlyReward,f,1251,2,58,5,0.05,0.5,0.5
Reward,MostlyReward,f,1078,3,59,5,0.05,0.5,0.5
Punishment,MostlyReward,f,1077,4,60,5,0.05,0.5,0.5
Reward,MostlyReward,f,1230,5,61,5,0.05,0.5,0.5
Reward,MostlyReward,f,1081,6,62,5,0.05,0.5,0.5
Reward,MostlyReward,f,1236,7,63,5,0.05,0.5,0.5
Reward,MostlyReward,f,1048,0,0,6,0.05,0.5,0.5
Reward,MostlyReward,j,1838,1,1,6,0.05,0.5,0.5
Punishment,MostlyReward,j,1360,2,2,6,0.05,0.5,0.5
Reward,MostlyReward,f,1221,3,3,6,0.05,0.5,0.5
Reward,MostlyReward,f,1181,4,4,6,0.05,0.5,0.5
Reward,MostlyReward,f,1183,5,5,6,0.05,0.5,0.5
Neutral,MostlyReward,f,1146,6,6,6,0.05,0.5,0.5
