TrialType,BlockType,Response,RT,BlockTrial,Trial,Epoch,alpha,egs,r
Reward,MostlyReward,j,645,2,42,26,0.5,0.2,1
Reward,MostlyReward,j,645,3,43,26,0.5,0.2,1
Reward,MostlyReward,j,645,4,44,26,0.5,0.2,1
Reward,MostlyReward,j,645,5,45,26,0.5,0.2,1
Neutral,MostlyReward,j,645,6,46,26,0.5,0.2,1
Reward,MostlyReward,j,645,7,47,26,0.5,0.2,1
Punishment,MostlyPunishment,j,645,0,48,26,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,49,26,0.5,0.2,1
Reward,MostlyPunishment,j,645,2,50,26,0.5,0.2,1
Punishment,MostlyPunishment,j,645,3,51,26,0.5,0.2,1
Reward,MostlyPunishment,j,645,4,52,26,0.5,0.2,1
Punishment,MostlyPunishment,j,645,5,53,26,0.5,0.2,1
Punishment,MostlyPunishment,j,645,6,54,26,0.5,0.2,1
Punishment,MostlyPunishment,j,645,7,55,26,0.5,0.2,1
Reward,MostlyReward,j,645,0,56,26,0.5,0.2,1
Reward,MostlyReward,j,645,1,57,26,0.5,0.2,1
Punishment,MostlyReward,j,645,2,58,26,0.5,0.2,1
Reward,MostlyReward,j,645,3,59,26,0.5,0.2,1
Punishment,MostlyReward,j,645,4,60,26,0.5,0.2,1
Reward,MostlyReward,j,645,5,61,26,0.5,0.2,1
Reward,MostlyReward,j,645,6,62,26,0.5,0.2,1
Reward,MostlyReward,j,645,7,63,26,0.5,0.2,1
Reward,MostlyReward,f,645,0,0,27,0.5,0.2,1
Reward,MostlyReward,j,645,1,1,27,0.5,0.2,1
Punishment,MostlyReward,f,645,2,2,27,0.5,0.2,1
Reward,MostlyReward,j,645,3,3,27,0.5,0.2,1
Reward,MostlyReward,j,645,4,4,27,0.5,0.2,1
Reward,MostlyReward,f,645,5,5,27,0.5,0.2,1
Neutral,MostlyReward,j,645,6,6,27,0.5,0.2,1
Reward,MostlyReward,j,645,7,7,27,0.5,0.2,1
Reward,MostlyPunishment,f,645,0,8,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,9,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,2,10,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,11,27,0.5,0.2,1
Neutral,MostlyPunishment,j,645,4,12,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,13,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,14,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,15,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,16,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,17,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,2,18,27,0.5,0.2,1
Neutral,MostlyPunishment,f,645,3,19,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,4,20,27,0.5,0.2,1
Neutral,MostlyPunishment,f,645,5,21,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,22,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,23,27,0.5,0.2,1
Reward,MostlyReward,f,645,0,24,27,0.5,0.2,1
Reward,MostlyReward,f,645,1,25,27,0.5,0.2,1
Punishment,MostlyReward,f,645,2,26,27,0.5,0.2,1
Reward,MostlyReward,f,645,3,27,27,0.5,0.2,1
Punishment,MostlyReward,f,645,4,28,27,0.5,0.2,1
Reward,MostlyReward,f,645,5,29,27,0.5,0.2,1
Reward,MostlyReward,f,645,6,30,27,0.5,0.2,1
Reward,MostlyReward,f,645,7,31,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,32,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,33,27,0.5,0.2,1
Reward,MostlyPunishment,f,645,2,34,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,35,27,0.5,0.2,1
Reward,MostlyPunishment,f,645,4,36,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,37,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,38,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,39,27,0.5,0.2,1
Reward,MostlyReward,f,645,0,40,27,0.5,0.2,1
Neutral,MostlyReward,f,645,1,41,27,0.5,0.2,1
Reward,MostlyReward,f,645,2,42,27,0.5,0.2,1
Reward,MostlyReward,f,645,3,43,27,0.5,0.2,1
Reward,MostlyReward,f,645,4,44,27,0.5,0.2,1
Reward,MostlyReward,f,645,5,45,27,0.5,0.2,1
Neutral,MostlyReward,f,645,6,46,27,0.5,0.2,1
Reward,MostlyReward,f,645,7,47,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,48,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,49,27,0.5,0.2,1
Reward,MostlyPunishment,f,645,2,50,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,51,27,0.5,0.2,1
Reward,MostlyPunishment,f,645,4,52,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,53,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,54,27,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,55,27,0.5,0.2,1
Reward,MostlyReward,f,645,0,56,27,0.5,0.2,1
Reward,MostlyReward,f,645,1,57,27,0.5,0.2,1
Punishment,MostlyReward,f,645,2,58,27,0.5,0.2,1
Reward,MostlyReward,f,645,3,59,27,0.5,0.2,1
Punishment,MostlyReward,f,645,4,60,27,0.5,0.2,1
Reward,MostlyReward,f,645,5,61,27,0.5,0.2,1
Reward,MostlyReward,f,645,6,62,27,0.5,0.2,1
Reward,MostlyReward,f,645,7,63,27,0.5,0.2,1
Reward,MostlyReward,j,645,0,0,28,0.5,0.2,1
Reward,MostlyReward,f,645,1,1,28,0.5,0.2,1
Punishment,MostlyReward,j,645,2,2,28,0.5,0.2,1
Reward,MostlyReward,f,645,3,3,28,0.5,0.2,1
Reward,MostlyReward,f,645,4,4,28,0.5,0.2,1
Reward,MostlyReward,j,645,5,5,28,0.5,0.2,1
Neutral,MostlyReward,f,645,6,6,28,0.5,0.2,1
Reward,MostlyReward,f,645,7,7,28,0.5,0.2,1
Reward,MostlyPunishment,j,645,0,8,28,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,9,28,0.5,0.2,1
Punishment,MostlyPunishment,j,645,2,10,28,0.5,0.2,1
Punishment,MostlyPunishment,j,645,3,11,28,0.5,0.2,1
Neutral,MostlyPunishment,j,645,4,12,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,13,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,14,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,15,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,16,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,17,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,2,18,28,0.5,0.2,1
Neutral,MostlyPunishment,f,645,3,19,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,4,20,28,0.5,0.2,1
Neutral,MostlyPunishment,f,645,5,21,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,22,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,23,28,0.5,0.2,1
Reward,MostlyReward,f,645,0,24,28,0.5,0.2,1
Reward,MostlyReward,f,645,1,25,28,0.5,0.2,1
Punishment,MostlyReward,f,645,2,26,28,0.5,0.2,1
Reward,MostlyReward,f,645,3,27,28,0.5,0.2,1
Punishment,MostlyReward,f,645,4,28,28,0.5,0.2,1
Reward,MostlyReward,f,645,5,29,28,0.5,0.2,1
Reward,MostlyReward,f,645,6,30,28,0.5,0.2,1
Reward,MostlyReward,f,645,7,31,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,32,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,33,28,0.5,0.2,1
Reward,MostlyPunishment,f,645,2,34,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,35,28,0.5,0.2,1
Reward,MostlyPunishment,f,645,4,36,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,37,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,38,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,39,28,0.5,0.2,1
Reward,MostlyReward,f,645,0,40,28,0.5,0.2,1
Neutral,MostlyReward,f,645,1,41,28,0.5,0.2,1
Reward,MostlyReward,f,645,2,42,28,0.5,0.2,1
Reward,MostlyReward,f,645,3,43,28,0.5,0.2,1
Reward,MostlyReward,f,645,4,44,28,0.5,0.2,1
Reward,MostlyReward,f,645,5,45,28,0.5,0.2,1
Neutral,MostlyReward,f,645,6,46,28,0.5,0.2,1
Reward,MostlyReward,f,645,7,47,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,48,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,49,28,0.5,0.2,1
Reward,MostlyPunishment,f,645,2,50,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,51,28,0.5,0.2,1
Reward,MostlyPunishment,f,645,4,52,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,53,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,54,28,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,55,28,0.5,0.2,1
Reward,MostlyReward,f,645,0,56,28,0.5,0.2,1
Reward,MostlyReward,f,645,1,57,28,0.5,0.2,1
Punishment,MostlyReward,f,645,2,58,28,0.5,0.2,1
Reward,MostlyReward,f,645,3,59,28,0.5,0.2,1
Punishment,MostlyReward,f,645,4,60,28,0.5,0.2,1
Reward,MostlyReward,f,645,5,61,28,0.5,0.2,1
Reward,MostlyReward,f,645,6,62,28,0.5,0.2,1
Reward,MostlyReward,f,645,7,63,28,0.5,0.2,1
Reward,MostlyReward,f,645,0,0,29,0.5,0.2,1
Reward,MostlyReward,j,645,1,1,29,0.5,0.2,1
Punishment,MostlyReward,j,645,2,2,29,0.5,0.2,1
Reward,MostlyReward,f,645,3,3,29,0.5,0.2,1
Reward,MostlyReward,f,645,4,4,29,0.5,0.2,1
Reward,MostlyReward,f,645,5,5,29,0.5,0.2,1
Neutral,MostlyReward,j,645,6,6,29,0.5,0.2,1
Reward,MostlyReward,j,645,7,7,29,0.5,0.2,1
Reward,MostlyPunishment,f,645,0,8,29,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,9,29,0.5,0.2,1
Punishment,MostlyPunishment,f,645,2,10,29,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,11,29,0.5,0.2,1
Neutral,MostlyPunishment,f,645,4,12,29,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,13,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,6,14,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,7,15,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,0,16,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,17,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,2,18,29,0.5,0.2,1
Neutral,MostlyPunishment,j,645,3,19,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,4,20,29,0.5,0.2,1
Neutral,MostlyPunishment,f,645,5,21,29,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,22,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,7,23,29,0.5,0.2,1
Reward,MostlyReward,j,645,0,24,29,0.5,0.2,1
Reward,MostlyReward,j,645,1,25,29,0.5,0.2,1
Punishment,MostlyReward,j,645,2,26,29,0.5,0.2,1
Reward,MostlyReward,j,645,3,27,29,0.5,0.2,1
Punishment,MostlyReward,j,645,4,28,29,0.5,0.2,1
Reward,MostlyReward,j,645,5,29,29,0.5,0.2,1
Reward,MostlyReward,j,645,6,30,29,0.5,0.2,1
Reward,MostlyReward,j,645,7,31,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,0,32,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,33,29,0.5,0.2,1
Reward,MostlyPunishment,j,645,2,34,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,3,35,29,0.5,0.2,1
Reward,MostlyPunishment,j,645,4,36,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,5,37,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,6,38,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,7,39,29,0.5,0.2,1
Reward,MostlyReward,j,645,0,40,29,0.5,0.2,1
Neutral,MostlyReward,j,645,1,41,29,0.5,0.2,1
Reward,MostlyReward,j,645,2,42,29,0.5,0.2,1
Reward,MostlyReward,j,645,3,43,29,0.5,0.2,1
Reward,MostlyReward,j,645,4,44,29,0.5,0.2,1
Reward,MostlyReward,j,645,5,45,29,0.5,0.2,1
Neutral,MostlyReward,j,645,6,46,29,0.5,0.2,1
Reward,MostlyReward,j,645,7,47,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,0,48,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,49,29,0.5,0.2,1
Reward,MostlyPunishment,j,645,2,50,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,3,51,29,0.5,0.2,1
Reward,MostlyPunishment,j,645,4,52,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,5,53,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,6,54,29,0.5,0.2,1
Punishment,MostlyPunishment,j,645,7,55,29,0.5,0.2,1
Reward,MostlyReward,j,645,0,56,29,0.5,0.2,1
Reward,MostlyReward,j,645,1,57,29,0.5,0.2,1
Punishment,MostlyReward,j,645,2,58,29,0.5,0.2,1
Reward,MostlyReward,j,645,3,59,29,0.5,0.2,1
Punishment,MostlyReward,j,645,4,60,29,0.5,0.2,1
Reward,MostlyReward,j,645,5,61,29,0.5,0.2,1
Reward,MostlyReward,j,645,6,62,29,0.5,0.2,1
Reward,MostlyReward,j,645,7,63,29,0.5,0.2,1
Reward,MostlyReward,j,645,0,0,30,0.5,0.2,1
Reward,MostlyReward,f,645,1,1,30,0.5,0.2,1
Punishment,MostlyReward,j,645,2,2,30,0.5,0.2,1
Reward,MostlyReward,f,645,3,3,30,0.5,0.2,1
Reward,MostlyReward,f,645,4,4,30,0.5,0.2,1
Reward,MostlyReward,j,645,5,5,30,0.5,0.2,1
Neutral,MostlyReward,j,645,6,6,30,0.5,0.2,1
Reward,MostlyReward,f,645,7,7,30,0.5,0.2,1
Reward,MostlyPunishment,f,645,0,8,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,9,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,2,10,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,11,30,0.5,0.2,1
Neutral,MostlyPunishment,f,645,4,12,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,13,30,0.5,0.2,1
Punishment,MostlyPunishment,j,645,6,14,30,0.5,0.2,1
Punishment,MostlyPunishment,j,645,7,15,30,0.5,0.2,1
Punishment,MostlyPunishment,j,645,0,16,30,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,17,30,0.5,0.2,1
Punishment,MostlyPunishment,j,645,2,18,30,0.5,0.2,1
Neutral,MostlyPunishment,j,645,3,19,30,0.5,0.2,1
Punishment,MostlyPunishment,j,645,4,20,30,0.5,0.2,1
Neutral,MostlyPunishment,j,645,5,21,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,22,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,23,30,0.5,0.2,1
Reward,MostlyReward,f,645,0,24,30,0.5,0.2,1
Reward,MostlyReward,f,645,1,25,30,0.5,0.2,1
Punishment,MostlyReward,f,645,2,26,30,0.5,0.2,1
Reward,MostlyReward,f,645,3,27,30,0.5,0.2,1
Punishment,MostlyReward,f,645,4,28,30,0.5,0.2,1
Reward,MostlyReward,f,645,5,29,30,0.5,0.2,1
Reward,MostlyReward,f,645,6,30,30,0.5,0.2,1
Reward,MostlyReward,f,645,7,31,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,32,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,33,30,0.5,0.2,1
Reward,MostlyPunishment,f,645,2,34,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,35,30,0.5,0.2,1
Reward,MostlyPunishment,f,645,4,36,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,37,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,38,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,39,30,0.5,0.2,1
Reward,MostlyReward,f,645,0,40,30,0.5,0.2,1
Neutral,MostlyReward,f,645,1,41,30,0.5,0.2,1
Reward,MostlyReward,f,645,2,42,30,0.5,0.2,1
Reward,MostlyReward,f,645,3,43,30,0.5,0.2,1
Reward,MostlyReward,f,645,4,44,30,0.5,0.2,1
Reward,MostlyReward,f,645,5,45,30,0.5,0.2,1
Neutral,MostlyReward,f,645,6,46,30,0.5,0.2,1
Reward,MostlyReward,f,645,7,47,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,48,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,49,30,0.5,0.2,1
Reward,MostlyPunishment,f,645,2,50,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,51,30,0.5,0.2,1
Reward,MostlyPunishment,f,645,4,52,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,53,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,54,30,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,55,30,0.5,0.2,1
Reward,MostlyReward,f,645,0,56,30,0.5,0.2,1
Reward,MostlyReward,f,645,1,57,30,0.5,0.2,1
Punishment,MostlyReward,f,645,2,58,30,0.5,0.2,1
Reward,MostlyReward,f,645,3,59,30,0.5,0.2,1
Punishment,MostlyReward,f,645,4,60,30,0.5,0.2,1
Reward,MostlyReward,f,645,5,61,30,0.5,0.2,1
Reward,MostlyReward,f,645,6,62,30,0.5,0.2,1
Reward,MostlyReward,f,645,7,63,30,0.5,0.2,1
Reward,MostlyReward,f,645,0,0,31,0.5,0.2,1
Reward,MostlyReward,j,645,1,1,31,0.5,0.2,1
Punishment,MostlyReward,j,645,2,2,31,0.5,0.2,1
Reward,MostlyReward,f,645,3,3,31,0.5,0.2,1
Reward,MostlyReward,f,645,4,4,31,0.5,0.2,1
Reward,MostlyReward,j,645,5,5,31,0.5,0.2,1
Neutral,MostlyReward,f,645,6,6,31,0.5,0.2,1
Reward,MostlyReward,f,645,7,7,31,0.5,0.2,1
Reward,MostlyPunishment,j,645,0,8,31,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,9,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,2,10,31,0.5,0.2,1
Punishment,MostlyPunishment,j,645,3,11,31,0.5,0.2,1
Neutral,MostlyPunishment,j,645,4,12,31,0.5,0.2,1
Punishment,MostlyPunishment,j,645,5,13,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,14,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,15,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,16,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,17,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,2,18,31,0.5,0.2,1
Neutral,MostlyPunishment,f,645,3,19,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,4,20,31,0.5,0.2,1
Neutral,MostlyPunishment,j,645,5,21,31,0.5,0.2,1
Punishment,MostlyPunishment,j,645,6,22,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,23,31,0.5,0.2,1
Reward,MostlyReward,f,645,0,24,31,0.5,0.2,1
Reward,MostlyReward,f,645,1,25,31,0.5,0.2,1
Punishment,MostlyReward,f,645,2,26,31,0.5,0.2,1
Reward,MostlyReward,f,645,3,27,31,0.5,0.2,1
Punishment,MostlyReward,f,645,4,28,31,0.5,0.2,1
Reward,MostlyReward,f,645,5,29,31,0.5,0.2,1
Reward,MostlyReward,f,645,6,30,31,0.5,0.2,1
Reward,MostlyReward,f,645,7,31,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,32,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,33,31,0.5,0.2,1
Reward,MostlyPunishment,f,645,2,34,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,35,31,0.5,0.2,1
Reward,MostlyPunishment,f,645,4,36,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,37,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,38,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,39,31,0.5,0.2,1
Reward,MostlyReward,f,645,0,40,31,0.5,0.2,1
Neutral,MostlyReward,f,645,1,41,31,0.5,0.2,1
Reward,MostlyReward,f,645,2,42,31,0.5,0.2,1
Reward,MostlyReward,f,645,3,43,31,0.5,0.2,1
Reward,MostlyReward,f,645,4,44,31,0.5,0.2,1
Reward,MostlyReward,f,645,5,45,31,0.5,0.2,1
Neutral,MostlyReward,f,645,6,46,31,0.5,0.2,1
Reward,MostlyReward,f,645,7,47,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,48,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,49,31,0.5,0.2,1
Reward,MostlyPunishment,f,645,2,50,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,3,51,31,0.5,0.2,1
Reward,MostlyPunishment,f,645,4,52,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,5,53,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,54,31,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,55,31,0.5,0.2,1
Reward,MostlyReward,f,645,0,56,31,0.5,0.2,1
Reward,MostlyReward,f,645,1,57,31,0.5,0.2,1
Punishment,MostlyReward,f,645,2,58,31,0.5,0.2,1
Reward,MostlyReward,f,645,3,59,31,0.5,0.2,1
Punishment,MostlyReward,f,645,4,60,31,0.5,0.2,1
Reward,MostlyReward,f,645,5,61,31,0.5,0.2,1
Reward,MostlyReward,f,645,6,62,31,0.5,0.2,1
Reward,MostlyReward,f,645,7,63,31,0.5,0.2,1
Reward,MostlyReward,f,645,0,0,32,0.5,0.2,1
Reward,MostlyReward,j,645,1,1,32,0.5,0.2,1
Punishment,MostlyReward,j,645,2,2,32,0.5,0.2,1
Reward,MostlyReward,f,645,3,3,32,0.5,0.2,1
Reward,MostlyReward,f,645,4,4,32,0.5,0.2,1
Reward,MostlyReward,j,645,5,5,32,0.5,0.2,1
Neutral,MostlyReward,f,645,6,6,32,0.5,0.2,1
Reward,MostlyReward,f,645,7,7,32,0.5,0.2,1
Reward,MostlyPunishment,j,645,0,8,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,9,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,2,10,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,3,11,32,0.5,0.2,1
Neutral,MostlyPunishment,j,645,4,12,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,5,13,32,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,14,32,0.5,0.2,1
Punishment,MostlyPunishment,f,645,7,15,32,0.5,0.2,1
Punishment,MostlyPunishment,f,645,0,16,32,0.5,0.2,1
Punishment,MostlyPunishment,f,645,1,17,32,0.5,0.2,1
Punishment,MostlyPunishment,f,645,2,18,32,0.5,0.2,1
Neutral,MostlyPunishment,f,645,3,19,32,0.5,0.2,1
Punishment,MostlyPunishment,f,645,4,20,32,0.5,0.2,1
Neutral,MostlyPunishment,f,645,5,21,32,0.5,0.2,1
Punishment,MostlyPunishment,f,645,6,22,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,7,23,32,0.5,0.2,1
Reward,MostlyReward,j,645,0,24,32,0.5,0.2,1
Reward,MostlyReward,j,645,1,25,32,0.5,0.2,1
Punishment,MostlyReward,j,645,2,26,32,0.5,0.2,1
Reward,MostlyReward,j,645,3,27,32,0.5,0.2,1
Punishment,MostlyReward,j,645,4,28,32,0.5,0.2,1
Reward,MostlyReward,j,645,5,29,32,0.5,0.2,1
Reward,MostlyReward,j,645,6,30,32,0.5,0.2,1
Reward,MostlyReward,j,645,7,31,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,0,32,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,1,33,32,0.5,0.2,1
Reward,MostlyPunishment,j,645,2,34,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,3,35,32,0.5,0.2,1
Reward,MostlyPunishment,j,645,4,36,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,5,37,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,6,38,32,0.5,0.2,1
Punishment,MostlyPunishment,j,645,7,39,32,0.5,0.2,1
Reward,MostlyReward,j,645,0,40,32,0.5,0.2,1
Neutral,MostlyReward,j,645,1,41,32,0.5,0.2,1
Reward,MostlyReward,j,645,2,42,32,0.5,0.2,1
